name,hp,atk,def,spa,spd,spe,weight,height,types,abilities,formats,isNonstandard,oob
Diggersby,85,56,77,50,77,78,42.4,1,"['Normal', 'Ground']","['Pickup', 'Cheek Pouch', 'Huge Power']",['National Dex'],NatDex,"{'dex_number': 660, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Fletchling,45,50,43,40,38,62,1.7,0.3,"['Normal', 'Flying']","['Big Pecks', 'Gale Wings']",['LC'],Standard,"{'dex_number': 661, 'evos': ['Fletchinder'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Fletchinder,62,73,55,56,52,84,16,0.7,"['Fire', 'Flying']","['Flame Body', 'Gale Wings']",['NFE'],Standard,"{'dex_number': 662, 'evos': ['Talonflame'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Talonflame,78,81,71,74,69,126,24.5,1.2,"['Fire', 'Flying']","['Flame Body', 'Gale Wings']",['NU'],Standard,"{'dex_number': 663, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Scatterbug,38,35,40,27,25,35,2.5,0.3,['Bug'],"['Shield Dust', 'Compound Eyes', 'Friend Guard']",['LC'],Standard,"{'dex_number': 664, 'evos': ['Spewpa'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Spewpa,45,22,60,27,30,29,8.4,0.3,['Bug'],"['Shed Skin', 'Friend Guard']",['NFE'],Standard,"{'dex_number': 665, 'evos': ['Vivillon', 'Vivillon-Fancy'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Vivillon,80,52,50,90,50,89,17,1.2,"['Bug', 'Flying']","['Shield Dust', 'Compound Eyes', 'Friend Guard']",['ZU'],Standard,"{'dex_number': 666, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Vivillon-Fancy,80,52,50,90,50,89,17,1.2,"['Bug', 'Flying']","['Shield Dust', 'Compound Eyes', 'Friend Guard']",['ZU'],Standard,"{'dex_number': 666, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Vivillon-Pokeball,80,52,50,90,50,89,17,1.2,"['Bug', 'Flying']","['Shield Dust', 'Compound Eyes', 'Friend Guard']",['ZU'],Standard,"{'dex_number': 666, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Litleo,62,50,58,73,54,72,13.5,0.6,"['Fire', 'Normal']","['Rivalry', 'Unnerve', 'Moxie']",['LC'],Standard,"{'dex_number': 667, 'evos': ['Pyroar'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Pyroar,86,68,72,109,66,106,81.5,1.5,"['Fire', 'Normal']","['Rivalry', 'Unnerve', 'Moxie']",['ZU'],Standard,"{'dex_number': 668, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Flabebe,44,38,39,61,79,42,0.1,0.1,['Fairy'],"['Flower Veil', 'Symbiosis']",['LC'],Standard,"{'dex_number': 669, 'evos': ['Floette'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Machoke,80,100,70,50,60,45,70.5,1.5,['Fighting'],"['Guts', 'No Guard', 'Steadfast']",['National Dex'],NatDex,"{'dex_number': 67, 'evos': ['Machamp'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Floette,54,45,47,75,98,52,0.9,0.2,['Fairy'],"['Flower Veil', 'Symbiosis']",['NFE'],Standard,"{'dex_number': 670, 'evos': ['Florges'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Florges,78,65,68,112,154,75,10,1.1,['Fairy'],"['Flower Veil', 'Symbiosis']",['PU'],Standard,"{'dex_number': 671, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Skiddo,66,65,48,62,57,52,31,0.9,['Grass'],"['Sap Sipper', 'Grass Pelt']",['LC'],Standard,"{'dex_number': 672, 'evos': ['Gogoat'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Gogoat,123,100,62,97,81,68,91,1.7,['Grass'],"['Sap Sipper', 'Grass Pelt']",['ZU'],Standard,"{'dex_number': 673, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Pancham,67,82,62,46,48,43,8,0.6,['Fighting'],"['Iron Fist', 'Mold Breaker', 'Scrappy']",['National Dex'],NatDex,"{'dex_number': 674, 'evos': ['Pangoro'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Pangoro,95,124,78,69,71,58,136,2.1,"['Fighting', 'Dark']","['Iron Fist', 'Mold Breaker', 'Scrappy']",['National Dex'],NatDex,"{'dex_number': 675, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Furfrou,75,80,60,65,90,102,28,1.2,['Normal'],['Fur Coat'],['National Dex'],NatDex,"{'dex_number': 676, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Espurr,62,48,54,63,60,68,3.5,0.3,['Psychic'],"['Keen Eye', 'Infiltrator', 'Own Tempo']",['LC'],Standard,"{'dex_number': 677, 'evos': ['Meowstic-F', 'Meowstic-M'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Meowstic-F,74,48,76,83,81,104,8.5,0.6,['Psychic'],"['Keen Eye', 'Infiltrator', 'Competitive']",['ZU'],Standard,"{'dex_number': 678, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Meowstic-M,74,48,76,83,81,104,8.5,0.6,['Psychic'],"['Keen Eye', 'Infiltrator', 'Prankster']",['ZU'],Standard,"{'dex_number': 678, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Honedge,45,80,100,35,37,28,2,0.8,"['Steel', 'Ghost']",['No Guard'],['National Dex'],NatDex,"{'dex_number': 679, 'evos': ['Doublade'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Machamp,90,130,80,65,85,55,130,1.6,['Fighting'],"['Guts', 'No Guard', 'Steadfast']",['National Dex'],NatDex,"{'dex_number': 68, 'evos': [], 'alts': ['Machamp-Gmax'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Doublade,59,110,150,45,49,35,4.5,0.8,"['Steel', 'Ghost']",['No Guard'],['National Dex'],NatDex,"{'dex_number': 680, 'evos': ['Aegislash'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Aegislash,60,50,140,50,140,60,53,1.7,"['Steel', 'Ghost']",['Stance Change'],['National Dex'],NatDex,"{'dex_number': 681, 'evos': [], 'alts': ['Aegislash-Blade'], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Spritzee,78,52,60,63,65,23,0.5,0.2,['Fairy'],"['Healer', 'Aroma Veil']",['National Dex'],NatDex,"{'dex_number': 682, 'evos': ['Aromatisse'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Aromatisse,101,72,72,99,89,29,15.5,0.8,['Fairy'],"['Healer', 'Aroma Veil']",['National Dex'],NatDex,"{'dex_number': 683, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Swirlix,62,48,66,59,57,49,3.5,0.4,['Fairy'],"['Sweet Veil', 'Unburden']",['National Dex'],NatDex,"{'dex_number': 684, 'evos': ['Slurpuff'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Slurpuff,82,80,86,85,75,72,5,0.8,['Fairy'],"['Sweet Veil', 'Unburden']",['National Dex'],NatDex,"{'dex_number': 685, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Inkay,53,54,53,37,46,45,3.5,0.4,"['Dark', 'Psychic']","['Contrary', 'Suction Cups', 'Infiltrator']",['LC'],Standard,"{'dex_number': 686, 'evos': ['Malamar'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Malamar,86,92,88,68,75,73,47,1.5,"['Dark', 'Psychic']","['Contrary', 'Suction Cups', 'Infiltrator']",['ZUBL'],Standard,"{'dex_number': 687, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Binacle,42,52,67,39,56,50,31,0.5,"['Rock', 'Water']","['Tough Claws', 'Sniper', 'Pickpocket']",['National Dex'],NatDex,"{'dex_number': 688, 'evos': ['Barbaracle'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Barbaracle,72,105,115,54,86,68,96,1.3,"['Rock', 'Water']","['Tough Claws', 'Sniper', 'Pickpocket']",['National Dex'],NatDex,"{'dex_number': 689, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Bellsprout,50,75,35,70,30,40,4,0.7,"['Grass', 'Poison']","['Chlorophyll', 'Gluttony']",['LC'],Standard,"{'dex_number': 69, 'evos': ['Weepinbell'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Skrelp,50,60,60,60,60,30,7.3,0.5,"['Poison', 'Water']","['Poison Point', 'Poison Touch', 'Adaptability']",['LC'],Standard,"{'dex_number': 690, 'evos': ['Dragalge'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Dragalge,65,75,90,97,123,44,81.5,1.8,"['Poison', 'Dragon']","['Poison Point', 'Poison Touch', 'Adaptability']",['NU'],Standard,"{'dex_number': 691, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Clauncher,50,53,62,58,63,44,8.3,0.5,['Water'],['Mega Launcher'],['LC'],Standard,"{'dex_number': 692, 'evos': ['Clawitzer'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Clawitzer,71,73,88,120,89,59,35.3,1.3,['Water'],['Mega Launcher'],['PU'],Standard,"{'dex_number': 693, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Helioptile,44,38,33,61,43,70,6,0.5,"['Electric', 'Normal']","['Dry Skin', 'Sand Veil', 'Solar Power']",['National Dex'],NatDex,"{'dex_number': 694, 'evos': ['Heliolisk'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Heliolisk,62,55,52,109,94,109,21,1,"['Electric', 'Normal']","['Dry Skin', 'Sand Veil', 'Solar Power']",['National Dex'],NatDex,"{'dex_number': 695, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Tyrunt,58,89,77,45,45,48,26,0.8,"['Rock', 'Dragon']","['Strong Jaw', 'Sturdy']",['National Dex'],NatDex,"{'dex_number': 696, 'evos': ['Tyrantrum'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Tyrantrum,82,121,119,69,59,71,270,2.5,"['Rock', 'Dragon']","['Strong Jaw', 'Rock Head']",['National Dex'],NatDex,"{'dex_number': 697, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Amaura,77,59,50,67,63,46,25.2,1.3,"['Rock', 'Ice']","['Refrigerate', 'Snow Warning']",['National Dex'],NatDex,"{'dex_number': 698, 'evos': ['Aurorus'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Aurorus,123,77,72,99,92,58,225,2.7,"['Rock', 'Ice']","['Refrigerate', 'Snow Warning']",['National Dex'],NatDex,"{'dex_number': 699, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Squirtle,44,48,65,50,64,43,9,0.5,['Water'],"['Torrent', 'Rain Dish']",['LC'],Standard,"{'dex_number': 7, 'evos': ['Wartortle'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Weepinbell,65,90,50,85,45,55,6.4,1,"['Grass', 'Poison']","['Chlorophyll', 'Gluttony']",['NFE'],Standard,"{'dex_number': 70, 'evos': ['Victreebel'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sylveon,95,65,65,110,130,60,23.5,1,['Fairy'],"['Cute Charm', 'Pixilate']",['NU'],Standard,"{'dex_number': 700, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Hawlucha,78,92,75,74,63,118,21.5,0.8,"['Fighting', 'Flying']","['Limber', 'Unburden', 'Mold Breaker']",['UU'],Standard,"{'dex_number': 701, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Dedenne,67,58,57,81,67,101,2.2,0.2,"['Electric', 'Fairy']","['Cheek Pouch', 'Pickup', 'Plus']",['ZU'],Standard,"{'dex_number': 702, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Carbink,50,50,150,50,150,50,5.7,0.3,"['Rock', 'Fairy']","['Clear Body', 'Sturdy']",['ZU'],Standard,"{'dex_number': 703, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Goomy,45,50,35,55,75,40,2.8,0.3,['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",['LC'],Standard,"{'dex_number': 704, 'evos': ['Sliggoo', 'Sliggoo-Hisui'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Sliggoo,68,75,53,83,113,60,17.5,0.8,['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",['NFE'],Standard,"{'dex_number': 705, 'evos': ['Goodra'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Sliggoo-Hisui,58,75,83,83,113,40,68.5,0.7,"['Steel', 'Dragon']","['Sap Sipper', 'Shell Armor', 'Gooey']",['NFE'],Standard,"{'dex_number': 705, 'evos': ['Goodra-Hisui'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Goodra,90,100,70,110,150,80,150.5,2,['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",['PU'],Standard,"{'dex_number': 706, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Goodra-Hisui,80,100,100,110,150,60,334.1,1.7,"['Steel', 'Dragon']","['Sap Sipper', 'Shell Armor', 'Gooey']",['UU'],Standard,"{'dex_number': 706, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Klefki,57,80,91,80,87,75,3,0.2,"['Steel', 'Fairy']","['Prankster', 'Magician']",['NU'],Standard,"{'dex_number': 707, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Phantump,43,70,48,50,60,38,7,0.4,"['Ghost', 'Grass']","['Natural Cure', 'Frisk', 'Harvest']",['LC'],Standard,"{'dex_number': 708, 'evos': ['Trevenant'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Trevenant,85,110,76,65,82,56,71,1.5,"['Ghost', 'Grass']","['Natural Cure', 'Frisk', 'Harvest']",['ZU'],Standard,"{'dex_number': 709, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Victreebel,80,105,65,100,70,70,15.5,1.7,"['Grass', 'Poison']","['Chlorophyll', 'Gluttony']",['ZU'],Standard,"{'dex_number': 71, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Pumpkaboo,49,66,70,44,55,51,5,0.4,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",['National Dex'],NatDex,"{'dex_number': 710, 'evos': ['Gourgeist'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Pumpkaboo-Large,54,66,70,44,55,46,7.5,0.5,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",['National Dex'],NatDex,"{'dex_number': 710, 'evos': ['Gourgeist-Large'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Pumpkaboo-Small,44,66,70,44,55,56,3.5,0.3,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",['National Dex'],NatDex,"{'dex_number': 710, 'evos': ['Gourgeist-Small'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Pumpkaboo-Super,59,66,70,44,55,41,15,0.8,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",['National Dex'],NatDex,"{'dex_number': 710, 'evos': ['Gourgeist-Super'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Gourgeist,65,90,122,58,75,84,12.5,0.9,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",['National Dex'],NatDex,"{'dex_number': 711, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Gourgeist-Large,75,95,122,58,75,69,14,1.1,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",['National Dex'],NatDex,"{'dex_number': 711, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Gourgeist-Small,55,85,122,58,75,99,9.5,0.7,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",['National Dex'],NatDex,"{'dex_number': 711, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Gourgeist-Super,85,100,122,58,75,54,39,1.7,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",['National Dex'],NatDex,"{'dex_number': 711, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Bergmite,55,69,85,32,35,28,99.5,1,['Ice'],"['Own Tempo', 'Ice Body', 'Sturdy']",['LC'],Standard,"{'dex_number': 712, 'evos': ['Avalugg', 'Avalugg-Hisui'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Avalugg,95,117,184,44,46,28,505,2,['Ice'],"['Own Tempo', 'Ice Body', 'Sturdy']",['NU'],Standard,"{'dex_number': 713, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Avalugg-Hisui,95,127,184,34,36,38,262.4,1.4,"['Ice', 'Rock']","['Strong Jaw', 'Ice Body', 'Sturdy']",['ZU'],Standard,"{'dex_number': 713, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Noibat,40,30,35,45,40,55,8,0.5,"['Flying', 'Dragon']","['Frisk', 'Infiltrator', 'Telepathy']",['LC'],Standard,"{'dex_number': 714, 'evos': ['Noivern'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Noivern,85,70,80,97,80,123,85,1.5,"['Flying', 'Dragon']","['Frisk', 'Infiltrator', 'Telepathy']",['NU'],Standard,"{'dex_number': 715, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Xerneas,126,131,95,131,98,99,215,3,['Fairy'],['Fairy Aura'],['National Dex'],NatDex,"{'dex_number': 716, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Yveltal,126,131,95,131,98,99,203,5.8,"['Dark', 'Flying']",['Dark Aura'],['National Dex'],NatDex,"{'dex_number': 717, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Zygarde,108,100,121,81,95,95,305,5,"['Dragon', 'Ground']","['Aura Break', 'Power Construct']",['National Dex'],NatDex,"{'dex_number': 718, 'evos': [], 'alts': ['Zygarde-Complete'], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Zygarde-10%,54,100,71,61,85,115,33.5,1.2,"['Dragon', 'Ground']","['Aura Break', 'Power Construct']",['National Dex'],NatDex,"{'dex_number': 718, 'evos': [], 'alts': ['Zygarde-Complete'], 'genfamily': ['SM', 'SS', 'SV']}"
Diancie,50,100,150,100,150,50,8.8,0.7,"['Rock', 'Fairy']",['Clear Body'],['NU'],Standard,"{'dex_number': 719, 'evos': [], 'alts': ['Diancie-Mega'], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Tentacool,40,40,35,50,100,70,45.5,0.9,"['Water', 'Poison']","['Clear Body', 'Liquid Ooze', 'Rain Dish']",['LC'],Standard,"{'dex_number': 72, 'evos': ['Tentacruel'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Hoopa,80,110,60,150,130,70,9,0.5,"['Psychic', 'Ghost']",['Magician'],['PU'],Standard,"{'dex_number': 720, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Hoopa-Unbound,80,160,60,170,130,80,490,6.5,"['Psychic', 'Dark']",['Magician'],['RUBL'],Standard,"{'dex_number': 720, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Volcanion,80,110,120,130,90,70,195,1.7,"['Fire', 'Water']",['Water Absorb'],['RU'],Standard,"{'dex_number': 721, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Rowlet,68,55,55,50,50,42,1.5,0.3,"['Grass', 'Flying']","['Overgrow', 'Long Reach']",['LC'],Standard,"{'dex_number': 722, 'evos': ['Dartrix'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Dartrix,78,75,75,70,70,52,16,0.7,"['Grass', 'Flying']","['Overgrow', 'Long Reach']",['NFE'],Standard,"{'dex_number': 723, 'evos': ['Decidueye', 'Decidueye-Hisui'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Decidueye,78,107,75,100,100,70,36.6,1.6,"['Grass', 'Ghost']","['Overgrow', 'Long Reach']",['PU'],Standard,"{'dex_number': 724, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Decidueye-Hisui,88,112,80,95,95,60,37,1.6,"['Grass', 'Fighting']","['Overgrow', 'Scrappy']",['PU'],Standard,"{'dex_number': 724, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Litten,45,65,40,60,40,70,4.3,0.4,['Fire'],"['Blaze', 'Intimidate']",['LC'],Standard,"{'dex_number': 725, 'evos': ['Torracat'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Torracat,65,85,50,80,50,90,25,0.7,['Fire'],"['Blaze', 'Intimidate']",['NFE'],Standard,"{'dex_number': 726, 'evos': ['Incineroar'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Incineroar,95,115,90,80,90,60,83,1.8,"['Fire', 'Dark']","['Blaze', 'Intimidate']",['NU'],Standard,"{'dex_number': 727, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Popplio,50,54,54,66,56,40,7.5,0.4,['Water'],"['Torrent', 'Liquid Voice']",['LC'],Standard,"{'dex_number': 728, 'evos': ['Brionne'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Brionne,60,69,69,91,81,50,17.5,0.6,['Water'],"['Torrent', 'Liquid Voice']",['NFE'],Standard,"{'dex_number': 729, 'evos': ['Primarina'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Tentacruel,80,70,65,80,120,100,55,1.6,"['Water', 'Poison']","['Clear Body', 'Liquid Ooze', 'Rain Dish']",['NU'],Standard,"{'dex_number': 73, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Primarina,80,74,74,126,116,60,44,1.8,"['Water', 'Fairy']","['Torrent', 'Liquid Voice']",['OU'],Standard,"{'dex_number': 730, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Pikipek,35,75,30,30,30,65,1.2,0.3,"['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Pickup']",['LC'],Standard,"{'dex_number': 731, 'evos': ['Trumbeak'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Trumbeak,55,85,50,40,50,75,14.8,0.6,"['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Pickup']",['NFE'],Standard,"{'dex_number': 732, 'evos': ['Toucannon'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Toucannon,80,120,75,75,75,60,26,1.1,"['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Sheer Force']",['ZU'],Standard,"{'dex_number': 733, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Yungoos,48,70,30,30,30,45,6,0.4,['Normal'],"['Stakeout', 'Strong Jaw', 'Adaptability']",['LC'],Standard,"{'dex_number': 734, 'evos': ['Gumshoos'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Gumshoos,88,110,60,55,60,45,14.2,0.7,['Normal'],"['Stakeout', 'Strong Jaw', 'Adaptability']",['ZU'],Standard,"{'dex_number': 735, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Gumshoos-Totem,88,110,60,55,60,45,60,1.4,['Normal'],['Adaptability'],['National Dex'],NatDex,"{'dex_number': 735, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Grubbin,47,62,45,55,45,46,4.4,0.4,['Bug'],['Swarm'],['LC'],Standard,"{'dex_number': 736, 'evos': ['Charjabug'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Charjabug,57,82,95,55,75,36,10.5,0.5,"['Bug', 'Electric']",['Battery'],['NFE'],Standard,"{'dex_number': 737, 'evos': ['Vikavolt'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Vikavolt,77,70,90,145,75,43,45,1.5,"['Bug', 'Electric']",['Levitate'],['PU'],Standard,"{'dex_number': 738, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Vikavolt-Totem,77,70,90,145,75,43,147.5,2.6,"['Bug', 'Electric']",['Levitate'],['National Dex'],NatDex,"{'dex_number': 738, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Crabrawler,47,82,57,42,47,63,7,0.6,['Fighting'],"['Hyper Cutter', 'Iron Fist', 'Anger Point']",['LC'],Standard,"{'dex_number': 739, 'evos': ['Crabominable'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Geodude,40,80,100,30,30,20,20,0.4,"['Rock', 'Ground']","['Rock Head', 'Sturdy', 'Sand Veil']",['LC'],Standard,"{'dex_number': 74, 'evos': ['Graveler'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Geodude-Alola,40,80,100,30,30,20,20.3,0.4,"['Rock', 'Electric']","['Magnet Pull', 'Sturdy', 'Galvanize']",['LC'],Standard,"{'dex_number': 74, 'evos': ['Graveler-Alola'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Crabominable,97,132,77,62,67,43,180,1.7,"['Fighting', 'Ice']","['Hyper Cutter', 'Iron Fist', 'Anger Point']",['ZU'],Standard,"{'dex_number': 740, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Oricorio,75,70,70,98,70,93,3.4,0.6,"['Fire', 'Flying']",['Dancer'],['ZUBL'],Standard,"{'dex_number': 741, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Oricorio-Pa'u,75,70,70,98,70,93,3.4,0.6,"['Psychic', 'Flying']",['Dancer'],['ZU'],Standard,"{'dex_number': 741, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
